"OBÈINE","SKD DEJAVNOST","2020M01 (zaèasni podatki)","2020M02 (zaèasni podatki)","2020M03 (zaèasni podatki)","2020M04 (zaèasni podatki)","2020M05 (zaèasni podatki)","2020M06 (zaèasni podatki)","2020M07 (zaèasni podatki)","2020M08 (zaèasni podatki)","2020M09 (zaèasni podatki)","2020M10 (zaèasni podatki)","2020M11 (zaèasni podatki)","2020M12 (zaèasni podatki)","2021M01 (zaèasni podatki)","2021M02 (zaèasni podatki)","2021M03 (zaèasni podatki)","2021M04 (zaèasni podatki)","2021M05 (zaèasni podatki)","2021M06 (zaèasni podatki)","2021M07 (zaèasni podatki)","2021M08 (zaèasni podatki)","2021M09 (zaèasni podatki)","2021M10 (zaèasni podatki)","2021M11 (zaèasni podatki)","2021M12 (zaèasni podatki)","2022M01 (zaèasni podatki)","2022M02 (zaèasni podatki)","2022M03 (zaèasni podatki)","2022M04 (zaèasni podatki)","2022M05 (zaèasni podatki)","2022M06 (zaèasni podatki)","2022M07 (zaèasni podatki)","2022M08 (zaèasni podatki)","2022M09 (zaèasni podatki)"
"Sevnica","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Sevnica","F Gradbeništvo",100499,96157,84424,70385,70074,67439,70441,57905,72002,99304,105257,105346,106740,96574,85013,87703,82684,65448,77999,65758,79493,104640,120237,108048,110837,102001,101817,77042,87420,88485,85289,70628,104596
"Sevnica","G Trgovina, vzdrževanje in popravila motornih vozil",484188,433427,427824,377044,422908,457555,526236,529516,457920,437785,412712,434680,417550,385041,437512,395463,414379,485205,539198,496502,451527,434710,434378,480735,435663,371059,402650,371507,405361,445940,476731,472421,409573
"Sevnica","H Promet in skladišèenje",17094,13478,12281,7704,9732,13470,15493,16195,13331,11886,11461,11404,14677,11049,13668,12123,12083,15623,17295,15756,19072,17255,16565,18461,23760,13911,14176,8859,9840,13432,16045,14826,11986
"Sevnica","I Gostinstvo",140785,119794,88570,50390,97252,119724,135890,137162,123812,104012,81589,85683,87005,77714,101877,92107,111456,130091,133715,129650,121776,126848,124650,138311,135740,121549,142644,129624,133040,141095,143351,128488,116363
"Sevnica","J Informacijske in komunikacijske dejavnosti",51445,49673,54171,52995,54210,53670,56182,56399,52851,53253,51161,45871,52870,48210,53692,51588,54550,56106,58292,57513,55370,54803,53655,58705,56576,51232,56423,53874,57301,57824,59501,59436,54592
"Sevnica","K Finanène in zavarovalniške dejavnosti",13068,8758,8443,7093,7321,7178,9465,9438,8480,9891,10651,12487,12195,9948,11470,10321,7922,8963,9834,9290,7533,9304,10032,11290,11256,9339,10220,8589,8556,8899,9680,9261,7877
"Sevnica","L Poslovanje z nepremièninami",55541,45678,44758,36053,32217,29779,31819,31748,30127,36994,42663,50833,56121,46918,48281,41873,36162,32429,32695,31928,29670,37208,45025,52790,53266,44891,47390,39026,33129,39738,36597,37015,36735
"Sevnica","M Strokovne, znanstvene in tehniène dejavnosti",31892,28524,27371,21193,22618,21650,22832,23554,21414,23268,26385,35306,41443,29051,28084,22540,21483,21360,23981,19369,18418,20840,25434,24152,28053,23774,25386,21623,20034,21391,24880,21974,16948
"Sevnica","N Druge raznovrstne poslovne dejavnosti",4838,4889,4755,3389,3847,4738,4901,5025,4620,4300,3654,3612,3557,3438,3555,3145,3242,3355,4049,3665,3564,3988,5176,5112,10160,7991,8116,6670,5663,5069,5308,4209,4877
"Sevnica","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",127196,110545,104555,85347,82594,80419,80620,86994,91403,102775,108470,125037,122564,98982,99927,85972,80567,76905,81863,84695,88777,105874,117557,129027,125926,104805,106893,89264,81905,84171,95049,97392,91969
"Sevnica","P Izobraževanje",76710,64215,51023,25816,44679,59371,45172,44916,70864,66836,41347,42573,46360,52036,75739,56737,64592,59857,47047,45315,70463,70091,76517,78973,80206,67347,72114,65773,73415,73516,48856,45754,77283
"Sevnica","Q Zdravstvo in socialno varstvo",134992,116222,119777,104083,110572,124645,146475,146158,132597,126919,124720,121398,126050,106049,117152,109148,113920,134066,149072,138170,112709,120916,136145,156713,135672,113636,122608,109247,120806,135858,153867,158487,141871
"Sevnica","R Kulturne, razvedrilne in rekreacijske dejavnosti",29206,23030,18609,8785,15058,22436,28300,27706,15794,15265,16338,20694,22585,20159,21957,17216,16052,20768,28725,26110,14833,15600,19309,28636,27133,25205,27065,22217,13390,12901,12268,12367,12442
"Sevnica","S Druge dejavnosti",12152,8817,5491,3159,6247,6291,5750,6061,5128,5605,4205,8724,10599,8276,9382,5687,6090,6377,6706,5273,5760,6701,7725,10867,12369,9306,9882,7320,6720,6527,6104,5517,5940
"Sevnica","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sevnica","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sevnica","X Neznano",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Sežana","SKD Dejavnost - SKUPAJ",4550456,4383692,4177520,3295632,3496416,3924601,4480721,4274458,4263247,4162754,3748316,3744766,3797382,3645735,4110738,3667418,3886102,4416351,4612379,4209224,4665283,4334685,4328121,4353057,4409069,4156262,4676937,4156879,4503616,4971434,5004760,4499847,4368690
"Sežana","A Kmetijstvo in lov, gozdarstvo, ribištvo",79700,55212,52877,36928,30825,29308,32167,36831,35476,43863,44966,59647,64631,50763,50126,41699,38066,35335,31407,41252,30125,39608,45003,61895,63596,52458,51459,41594,34339,27567,33303,36212,40611
"Sežana","B Rudarstvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Sežana","C Predelovalne dejavnosti",1567665,1628834,1658226,1297280,1356639,1440534,1600874,1453879,1618666,1608054,1521552,1363176,1425264,1437651,1748153,1521220,1576458,1700896,1686743,1503694,1622141,1558739,1579219,1453230,1495911,1490219,1674988,1430833,1653917,1786022,1726360,1507712,1562877
"Sežana","D Oskrba z elektrièno energijo, plinom in paro",42626,33815,31672,15048,11749,12481,14637,15008,14710,20181,28797,41536,49290,41170,30739,23539,16531,12770,14022,13932,12739,23482,30741,45471,44867,35833,38548,22464,12943,14316,19810,12912,11748
"Sežana","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",102850,90181,89444,89757,123500,107895,209617,113699,81180,72195,74237,86804,82511,79583,84561,72784,67166,104920,181671,232098,149652,141630,90016,100013,86932,78946,87470,74616,82187,175288,198889,178505,107619
"Sežana","F Gradbeništvo",21203,24664,19141,13322,11846,13674,13753,14390,12442,12674,15473,18949,17440,16732,16450,14710,13102,14053,12255,12107,10487,14619,21107,22269,22574,27419,150298,161506,232660,329281,388593,160514,317435
"Sežana","G Trgovina, vzdrževanje in popravila motornih vozil",844101,770218,752422,664338,721359,790337,883215,928465,855980,771313,710743,763606,734713,695163,764451,717215,767423,879691,911939,895892,784035,758735,757714,794287,780175,709015,790376,759094,818988,893549,934540,902368,754665
"Sežana","H Promet in skladišèenje",97043,85909,79772,65335,61550,67279,72332,72677,71211,74759,76458,96267,90968,86710,82663,77429,68399,73244,75013,75977,70537,82131,89522,102343,104757,90957,96285,78640,73174,76678,77888,74924,66893
"Sežana","I Gostinstvo",312328,280853,194666,89883,133948,243605,284687,292190,270219,253252,120313,145697,137910,138506,140236,132199,199528,288419,342483,370257,334296,345279,323645,374973,368688,333258,368405,345478,345627,365301,378031,388749,335349
"Sežana","J Informacijske in komunikacijske dejavnosti",63402,57287,60389,59391,57803,62295,62854,65224,62883,58087,58882,62856,61907,57976,62883,59652,59850,65714,65412,68239,64417,62124,64020,63973,65911,62572,64620,61308,54099,80041,80713,69966,63471
"Sežana","K Finanène in zavarovalniške dejavnosti",21373,18368,17968,14238,13123,16319,18021,20659,21820,16834,19360,24734,23846,26143,21883,19495,18034,22703,23830,26407,20933,19669,22664,23230,24171,22150,23650,16712,19197,23509,25865,25237,19038
"Sežana","L Poslovanje z nepremièninami",152252,137052,127094,81503,77249,86538,85456,85884,85507,100196,112794,134813,132548,117518,107234,94290,92504,82232,89734,87223,81568,100320,116137,126013,133830,120418,118018,93480,83273,83521,88501,86988,88179
"Sežana","M Strokovne, znanstvene in tehniène dejavnosti",329983,378239,411743,380220,373862,388091,433836,381958,371385,430584,407855,369234,398603,354174,409459,387426,383197,414979,400473,98492,728852,429052,392919,374999,399837,393442,457440,427931,417739,387493,306705,321167,338476
"Sežana","N Druge raznovrstne poslovne dejavnosti",7839,7741,7562,5384,3041,3261,2688,2962,3620,3831,5679,7462,7054,7031,6484,4804,3060,3481,3188,3025,3241,4888,6985,7033,8094,7127,6571,5293,3988,3534,3589,4763,3889
"Sežana","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",133835,113016,106583,90803,79782,83409,82094,92596,99187,103475,111254,131710,122260,109126,102949,89875,83523,78689,86385,93486,95815,108382,126042,129593,129110,111753,109225,93332,84741,82170,90165,95138,94090
"Sežana","P Izobraževanje",80902,67073,46884,22780,29659,41674,34178,34292,52443,55155,35054,41258,43952,55366,71531,50641,58262,47534,35539,35220,52379,62358,72394,74913,77963,63032,73561,59437,54178,52099,40001,40921,60435
"Sežana","Q Zdravstvo in socialno varstvo",162695,149726,149833,131567,134397,139663,159147,172924,155248,152355,125472,132420,131686,119958,135544,129965,135684,148265,163279,155430,139381,146756,143312,149665,144788,130800,140893,127636,138592,160029,169116,161071,138945
"Sežana","R Kulturne, razvedrilne in rekreacijske dejavnosti",321263,299161,206020,128326,135736,239374,316703,339861,295338,237888,124232,121994,125240,102676,104890,92136,162927,290247,339529,344609,310111,286140,277465,290908,281740,246728,233828,205978,240808,274027,289996,285765,231265
"Sežana","S Druge dejavnosti",30102,24457,17829,8666,14105,19754,18337,19325,20009,18431,11579,11613,20574,19795,18949,16035,17928,17702,18874,19558,18381,18334,21617,23739,26663,25319,25456,21730,19721,21535,19761,20858,19112
"Sežana","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sežana","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sežana","X Neznano",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Slovenj Gradec","SKD Dejavnost - SKUPAJ",4589528,4238643,3869631,2684814,3205355,3568697,3926501,4058345,4173227,4190277,4039588,3836704,4128452,3930804,4384624,3653312,4036742,4286309,4201045,4005614,3967624,3957720,3975493,4071651,4333212,4000868,4286018,3532027,3808547,3905900,3852772,3680805,3664512
"Slovenj Gradec","A Kmetijstvo in lov, gozdarstvo, ribištvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Slovenj Gradec","B Rudarstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slovenj Gradec","C Predelovalne dejavnosti",2208317,2133687,2001902,1208796,1536724,1767618,1983728,2068244,2269200,2264856,2211479,1824183,2102807,2030277,2276641,1856533,2176696,2298559,2137904,1995430,2064704,1864784,1821276,1499333,1794675,1801439,1960396,1591487,1857213,1854654,1707344,1581956,1698638
"Slovenj Gradec","D Oskrba z elektrièno energijo, plinom in paro",15568,15560,13614,8783,9649,8347,8000,9031,8679,8058,8548,13317,15275,12566,13314,11746,9853,9177,9581,8537,8331,9238,11902,19599,16897,13705,13514,11632,9028,7862,8016,7805,8139
"Slovenj Gradec","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",298641,266527,292620,230688,238458,220055,218633,205193,206743,263656,281132,303079,298949,260618,304433,263607,252051,215748,207793,210595,215153,270268,306629,352106,346259,280704,320866,265590,234672,210623,203820,216709,227264
"Slovenj Gradec","F Gradbeništvo",47163,40513,39388,29018,28085,25932,27345,25614,26645,37233,45651,50996,52479,50079,48648,38813,36547,29981,41026,32304,25833,49885,60481,64969,66709,57692,60459,41133,40406,33408,31321,32016,23066
"Slovenj Gradec","G Trgovina, vzdrževanje in popravila motornih vozil",586676,532953,471660,403015,499560,555797,628690,643261,585490,561544,488178,517675,509286,506101,587522,514666,533005,642990,691367,640471,560974,585244,519034,643236,617563,538190,550762,523652,553026,594708,653351,603885,508737
"Slovenj Gradec","H Promet in skladišèenje",43044,36233,32857,23014,23660,19113,20674,19482,18928,27022,29996,33711,37368,30403,30402,28715,21672,19185,19864,18501,18266,26377,29967,37230,33794,29835,30279,23411,17298,17669,18871,17086,16921
"Slovenj Gradec","I Gostinstvo",360497,317519,182611,81506,112610,172113,207620,227569,213336,169488,140126,194813,193944,214446,211427,141912,176338,210648,227701,228449,205241,225561,239181,384637,391183,356064,346698,202966,213559,229001,239565,238498,211860
"Slovenj Gradec","J Informacijske in komunikacijske dejavnosti",79404,75217,79290,74126,78842,78065,83242,83811,79679,79423,76345,81117,79251,73409,79405,76915,79082,83031,84166,84438,80076,84618,83220,77556,85950,77612,84348,82470,86570,81710,88291,88031,79987
"Slovenj Gradec","K Finanène in zavarovalniške dejavnosti",36343,31483,29842,23868,30928,33961,36747,36629,34489,31165,32338,37011,37281,31181,33974,28578,28130,37809,41070,37087,33326,32100,32976,37091,37918,31513,33464,29638,31656,37439,38543,36864,31909
"Slovenj Gradec","L Poslovanje z nepremièninami",51588,47579,44360,37486,45662,50428,53386,51015,48814,48068,49000,54516,53722,48425,54714,49051,47379,50995,56800,52766,50508,48992,52092,58771,57746,50888,54654,48777,46310,51652,95694,72991,76225
"Slovenj Gradec","M Strokovne, znanstvene in tehniène dejavnosti",48973,41675,34672,21803,28962,35068,30662,29116,30980,36374,35123,37826,44168,41697,44757,35225,34092,34122,33533,32240,32728,42010,55488,67894,72370,58914,62177,44017,33726,52166,31601,27792,30036
"Slovenj Gradec","N Druge raznovrstne poslovne dejavnosti",3778,4074,4171,2683,1221,1211,1291,1530,1301,1486,1290,1705,1777,2418,2074,2254,1534,1923,1560,1545,1475,1920,2596,4671,5470,4670,4001,2208,1530,1590,3763,3031,2422
"Slovenj Gradec","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",149977,120714,114721,95180,94167,90947,96403,102494,107358,123177,128861,140160,133286,115191,117652,99238,97773,93703,95836,101435,108090,126767,136561,140967,136690,115168,119124,98022,95879,89116,89978,95087,101790
"Slovenj Gradec","P Izobraževanje",112581,94066,75726,42046,62550,82525,60470,60698,94622,94501,69803,76457,87685,88427,115702,86680,105849,92995,68749,84120,109230,112316,128146,154211,140325,112140,128817,104470,109184,106333,78746,80197,113159
"Slovenj Gradec","Q Zdravstvo in socialno varstvo",379646,332788,334269,298826,316459,334361,372041,388439,341529,338946,340732,351087,361237,306439,345323,323982,333593,371878,393098,373824,349865,367948,376888,385740,396949,356574,387012,350752,374524,411592,416655,413302,367754
"Slovenj Gradec","R Kulturne, razvedrilne in rekreacijske dejavnosti",62215,57814,43070,30831,34855,34367,38265,46480,41734,46573,41477,49539,43615,39038,45145,37228,43253,45590,44336,49106,43356,50316,48780,56819,50640,46143,50589,44297,46650,72024,99969,111846,108381
"Slovenj Gradec","S Druge dejavnosti",19554,14247,9671,4072,9841,10159,9315,8394,10640,9997,6946,11966,14381,12229,12362,9754,10624,10258,10060,9911,9893,10953,12414,17390,16417,13292,15429,11647,10965,10921,9347,9347,9287
"Slovenj Gradec","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slovenj Gradec","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slovenj Gradec","X Neznano",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Slovenska Bistrica","SKD Dejavnost - SKUPAJ",13668073,13598261,14107422,11726223,12101193,12268558,13009674,12631667,13487146,14155875,13799384,12426476,14182976,13649348,14841952,13331608,13729705,14354643,14911224,14461356,14048088,14941624,14447860,13119296,14776208,13878466,15829394,13469373,14181346,14752245,14539945,14210591,13661710
"Slovenska Bistrica","A Kmetijstvo in lov, gozdarstvo, ribištvo",3355,2548,2641,2597,3571,4128,2579,3820,3105,2739,2370,3319,4743,3965,3254,3583,3767,14210,9866,9686,12306,16295,14660,14673,z,z,z,z,z,z,z,z,z
"Slovenska Bistrica","B Rudarstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slovenska Bistrica","C Predelovalne dejavnosti",11060950,11343211,12171742,10278088,10485606,10519179,11158469,10737522,11583513,12230136,11864581,10255631,12058928,11716599,12733208,11544704,11923217,12479951,12974821,12607968,12233228,12941964,12266346,10421698,12261882,11734914,13543109,11586829,12347066,12865129,12677716,12333818,11860010
"Slovenska Bistrica","D Oskrba z elektrièno energijo, plinom in paro",33744,25879,24508,17003,12180,11802,15137,13941,13173,19441,27017,35527,34987,24053,22833,19751,14431,13958,14466,13673,12384,19837,25512,30333,30110,27660,27450,18989,12443,14714,18678,17936,14671
"Slovenska Bistrica","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,183853,171604,167063,144140,125690,119972,112411,119685,97815
"Slovenska Bistrica","F Gradbeništvo",57359,69149,38164,26688,27527,29487,28697,26623,28655,27847,32780,40846,43302,30854,32945,30156,27907,27746,35056,29149,29663,37288,45101,58094,58985,52684,48549,38042,35369,35701,30715,28901,28127
"Slovenska Bistrica","G Trgovina, vzdrževanje in popravila motornih vozil",725554,658658,612752,505097,606065,668482,732341,753141,692419,647366,629040,643612,630405,606612,666558,596958,630351,711583,769792,727723,654382,663861,673441,798780,735227,642848,708584,633317,676603,721953,765895,761005,648518
"Slovenska Bistrica","H Promet in skladišèenje",123877,114304,82720,48459,42845,38737,41500,41640,56662,70933,88378,113473,105467,109916,115171,59546,50268,39137,41235,39456,36792,45440,79091,165706,154631,115461,105468,44534,40399,42055,40063,39677,37734
"Slovenska Bistrica","I Gostinstvo",319087,269739,160099,91335,149112,194146,210880,225267,207170,157609,132785,173503,129307,113785,128593,127043,166756,213548,223382,225506,199959,205816,220891,345682,225296,194341,208499,166890,183310,199502,195840,212964,190515
"Slovenska Bistrica","J Informacijske in komunikacijske dejavnosti",115099,105600,115820,113100,116966,118072,121589,124499,117053,120441,118110,120206,116519,110337,119361,116341,120757,123153,127194,128174,120917,125669,121742,129427,129266,117055,130108,120975,128336,131401,132014,132977,126529
"Slovenska Bistrica","K Finanène in zavarovalniške dejavnosti",28646,23234,19919,15218,18157,20754,22686,23753,20309,20670,23463,24055,23891,21732,23168,19993,21233,22033,22481,22234,21529,25598,27130,31147,29018,23458,24319,19865,20176,21342,21118,22372,19712
"Slovenska Bistrica","L Poslovanje z nepremièninami",100874,80673,74676,58551,55298,52445,54391,56062,56888,69138,80419,99923,104133,85268,89139,72845,60803,57727,59095,62061,59055,66206,75708,90875,88890,76692,79552,62664,52190,52158,52699,52692,50169
"Slovenska Bistrica","M Strokovne, znanstvene in tehniène dejavnosti",83817,72735,60214,50997,51045,39406,55651,54010,58253,57833,54092,70983,65395,61137,64586,64003,66662,56731,65907,54079,55791,71387,78325,75013,89422,74747,86195,70316,71327,70922,65070,52652,58123
"Slovenska Bistrica","N Druge raznovrstne poslovne dejavnosti",9371,8431,5589,4124,5265,5592,5588,7022,6841,6671,5371,6004,6077,6930,8807,8542,8476,8444,8515,8189,8678,11138,11281,11702,6854,8035,9050,7147,6136,7504,6811,6396,7936
"Slovenska Bistrica","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",241824,201205,191741,156232,146659,138982,143768,153206,166009,196265,213918,241951,238380,203474,205917,168207,163413,138971,144457,153786,164789,198638,209257,232130,224949,186853,199952,186986,160543,156203,154534,163712,183844
"Slovenska Bistrica","P Izobraževanje",279873,196343,162361,64508,81987,119541,77012,65479,119122,162217,154549,185941,205881,192202,233408,157692,147483,110679,77182,69859,115985,164215,232952,269763,277253,217630,237337,171147,127524,115374,78592,76486,128285
"Slovenska Bistrica","Q Zdravstvo in socialno varstvo",68326,53849,51444,41481,42167,48729,61243,62484,52441,49961,51782,58354,58498,50015,52566,44554,42817,57188,63223,56817,52890,55027,60841,68739,67401,51106,63433,48011,53358,64308,65873,61922,57174
"Slovenska Bistrica","R Kulturne, razvedrilne in rekreacijske dejavnosti",65913,62370,52363,27691,33379,46240,54617,58103,53260,55110,53481,40306,38301,41646,54508,47616,48787,50510,45435,43375,37769,45425,48366,51167,52472,46430,48872,36843,33383,36734,40562,42025,41526
"Slovenska Bistrica","S Druge dejavnosti",36988,28514,21135,9898,18140,18547,18343,19292,18050,17716,13524,23947,28334,24830,26639,19928,20256,18033,17275,17460,17167,20908,25294,33402,32139,29362,31639,22354,18574,18108,17044,17368,17246
"Slovenska Bistrica","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slovenska Bistrica","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slovenska Bistrica","X Neznano",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Slovenske Konjice","SKD Dejavnost - SKUPAJ",5035998,4781702,4776667,3882305,3880044,4091853,5037188,4080887,5012536,4973335,4861006,4232944,4909564,4562374,5114003,4577201,4974370,5206164,5390358,4233010,5275951,5231970,5242023,5082031,5328795,4887346,5762803,4787969,5229025,5435336,5243133,4378405,5111340
"Slovenske Konjice","A Kmetijstvo in lov, gozdarstvo, ribištvo",15222,12943,11456,9916,2189,26766,18963,18864,27882,36467,16125,10470,11273,10399,11297,13877,15611,19166,20113,20236,30852,32154,17901,17178,17239,15008,16281,16450,17478,19557,21393,21418,33776
"Slovenske Konjice","B Rudarstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slovenske Konjice","C Predelovalne dejavnosti",3501564,3412283,3505173,2874187,2737607,2932301,3662652,2703717,3654891,3643144,3647305,2964348,3674466,3437076,3911472,3497021,3820840,3966216,4053834,2953301,4054861,3944954,3931208,3576373,3901459,3632819,4388532,3562552,4008013,4109993,3905342,3034855,3860901
"Slovenske Konjice","D Oskrba z elektrièno energijo, plinom in paro",24923,21052,20615,14062,7317,8290,8407,8189,10958,27953,31471,37651,36896,32769,34566,29946,15698,10742,9830,9487,9916,23983,32469,39906,37588,34125,35897,28152,15456,6365,11130,10584,12528
"Slovenske Konjice","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",129756,115020,108154,105268,110302,106851,126889,140694,131494,130265,125282,146591,147380,130645,132583,120456,129285,131211,147419,145099,122950,138334,126762,149069,151977,124683,148107,129002,135339,157200,154287,158169,137371
"Slovenske Konjice","F Gradbeništvo",34798,31213,32081,26282,27507,23507,34042,26242,34343,38633,37796,39358,37972,35249,39808,35230,40535,32496,33919,24862,40195,36367,46926,44042,46503,44605,45943,38909,38598,35159,34764,36341,37415
"Slovenske Konjice","G Trgovina, vzdrževanje in popravila motornih vozil",485651,439087,420500,363417,407742,423379,484121,524037,457923,456229,434927,455891,475352,431110,484615,419964,450231,503266,552449,533145,499786,502814,500381,553238,551231,485092,501017,462672,489644,566733,563382,570237,510450
"Slovenske Konjice","H Promet in skladišèenje",116365,107892,100805,87396,82963,71835,86877,80992,75683,82031,86346,124216,113078,101753,94734,91103,85102,90905,97763,85586,81907,88070,95510,112576,107579,88658,96691,79503,73272,73174,76550,72470,66525
"Slovenske Konjice","I Gostinstvo",187352,150703,112834,62805,111962,147104,195456,211057,175513,119905,83972,94235,82941,76911,78628,79647,112236,146233,173672,166868,135765,129084,128081,139367,122387,114040,153666,138739,140381,166069,168136,168312,137082
"Slovenske Konjice","J Informacijske in komunikacijske dejavnosti",53409,48165,52047,50092,50681,51944,56569,56974,55342,53419,53126,53522,52827,48720,51370,50229,51944,52995,55879,54294,52760,50848,48417,51373,51372,46252,51883,55089,54077,52105,54497,54237,51343
"Slovenske Konjice","K Finanène in zavarovalniške dejavnosti",8368,5440,5705,3387,3741,4681,5378,5946,6484,9124,10081,12354,11900,11970,11302,9879,8789,10177,12106,11197,8962,9759,11311,13415,11594,11360,13103,10834,10678,8142,10939,10740,9318
"Slovenske Konjice","L Poslovanje z nepremièninami",66201,67567,58835,40976,53587,24461,25820,29569,29517,24938,25225,34203,33551,27278,28796,26748,24516,24193,25903,23928,24148,29969,29746,35397,36181,35288,36501,25846,24258,23936,25996,25038,21992
"Slovenske Konjice","M Strokovne, znanstvene in tehniène dejavnosti",16351,12182,11008,9412,10631,10627,10849,10405,10492,11701,10921,12345,12564,12895,13160,11592,12313,12360,12112,10643,10398,11416,12416,13776,13558,11705,12533,10746,11078,11911,12112,11416,11494
"Slovenske Konjice","N Druge raznovrstne poslovne dejavnosti",6929,8420,9473,3562,3550,3546,9017,5547,4353,14016,11128,19194,6309,7724,6282,5214,5161,4056,4596,4931,4762,4267,5100,46812,8799,7976,9020,18840,3935,3934,4054,3293,3816
"Slovenske Konjice","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",83404,72472,67320,54744,52605,54245,56576,60513,59194,64019,68419,80489,75082,64572,63682,54070,54074,52890,58358,64632,53675,68664,74549,83970,78920,63983,68707,58212,54112,51445,56459,60768,61307
"Slovenske Konjice","P Izobraževanje",79504,64674,49136,26165,40590,53400,42506,40042,64661,63371,43661,48326,51461,52510,64621,47182,60852,56903,40556,34934,58860,62121,74863,77217,78427,61396,67600,56529,60560,58126,47368,44519,63252
"Slovenske Konjice","Q Zdravstvo in socialno varstvo",43111,40007,41221,38054,46042,52398,62111,62988,57679,50924,45708,61904,43092,40829,43616,50975,55644,55578,57988,56275,54468,54475,54575,47509,56045,61907,65177,54964,57920,60500,63025,60661,59265
"Slovenske Konjice","R Kulturne, razvedrilne in rekreacijske dejavnosti",17551,17801,12253,6519,7408,8407,8612,9310,18927,12512,8878,9127,10334,10907,12623,10497,9141,10915,12247,12746,12886,13825,16255,16724,16544,15439,16882,13360,12757,12545,14233,12563,13067
"Slovenske Konjice","S Druge dejavnosti",17674,12953,7433,2646,8952,7542,7574,7237,7319,7761,3955,11717,17069,16557,17378,11067,10640,10274,8774,8592,8188,11540,14484,21717,19327,15046,16084,12121,9157,8661,8326,8339,8554
