"OBÈINE","SKD DEJAVNOST","2020M01 (zaèasni podatki)","2020M02 (zaèasni podatki)","2020M03 (zaèasni podatki)","2020M04 (zaèasni podatki)","2020M05 (zaèasni podatki)","2020M06 (zaèasni podatki)","2020M07 (zaèasni podatki)","2020M08 (zaèasni podatki)","2020M09 (zaèasni podatki)","2020M10 (zaèasni podatki)","2020M11 (zaèasni podatki)","2020M12 (zaèasni podatki)","2021M01 (zaèasni podatki)","2021M02 (zaèasni podatki)","2021M03 (zaèasni podatki)","2021M04 (zaèasni podatki)","2021M05 (zaèasni podatki)","2021M06 (zaèasni podatki)","2021M07 (zaèasni podatki)","2021M08 (zaèasni podatki)","2021M09 (zaèasni podatki)","2021M10 (zaèasni podatki)","2021M11 (zaèasni podatki)","2021M12 (zaèasni podatki)","2022M01 (zaèasni podatki)","2022M02 (zaèasni podatki)","2022M03 (zaèasni podatki)","2022M04 (zaèasni podatki)","2022M05 (zaèasni podatki)","2022M06 (zaèasni podatki)","2022M07 (zaèasni podatki)","2022M08 (zaèasni podatki)","2022M09 (zaèasni podatki)"
"Kostel","SKD Dejavnost - SKUPAJ",82805,80456,69849,65371,68957,82712,101386,98376,98881,96165,83392,86864,92979,74592,100356,97934,94400,113762,119307,115798,113664,115147,89900,94125,84908,77413,100044,90287,104969,97536,113213,115341,83366
"Kostel","A Kmetijstvo in lov, gozdarstvo, ribištvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Kostel","B Rudarstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kostel","C Predelovalne dejavnosti",26305,38916,28359,29334,33430,45347,59567,58213,50455,48603,37735,32117,47322,37046,52692,55825,53423,73668,76810,68633,65181,46635,41511,44653,31464,32527,52932,49368,63236,60749,71451,51356,32342
"Kostel","D Oskrba z elektrièno energijo, plinom in paro",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Kostel","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Kostel","F Gradbeništvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kostel","G Trgovina, vzdrževanje in popravila motornih vozil",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Kostel","H Promet in skladišèenje",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Kostel","I Gostinstvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,1842,20050,5505,3886,3879,3499,3874,3748,3873,N,3418,3786,3117
"Kostel","J Informacijske in komunikacijske dejavnosti",z,z,z,z,z,z,z,z,z,z,11231,13286,9902,10462,11750,11561,11590,13464,13667,13920,19805,13856,14071,12718,14938,11464,13987,12592,15552,15797,14465,16245,14548
"Kostel","K Finanène in zavarovalniške dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Kostel","L Poslovanje z nepremièninami",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Kostel","M Strokovne, znanstvene in tehniène dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Kostel","N Druge raznovrstne poslovne dejavnosti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kostel","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,11294
"Kostel","P Izobraževanje",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Kostel","Q Zdravstvo in socialno varstvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Kostel","R Kulturne, razvedrilne in rekreacijske dejavnosti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,z,0
"Kostel","S Druge dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Kostel","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kostel","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kostel","X Neznano",4988,3328,2507,2002,3353,1748,6040,1203,6986,1695,1296,1329,1329,1207,1339,1288,1332,3516,1886,1826,1827,5120,2753,3019,2965,2580,2855,2568,1961,1288,511,900,1040
"Kozje","SKD Dejavnost - SKUPAJ",423500,382828,332599,287593,335694,339947,320746,374320,422809,425319,404391,401835,424442,389812,440354,372327,395952,408208,382746,416716,426625,440523,466337,457599,471253,410841,498120,390307,437925,451763,377553,411940,420149
"Kozje","A Kmetijstvo in lov, gozdarstvo, ribištvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Kozje","B Rudarstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kozje","C Predelovalne dejavnosti",248254,230927,189260,177954,209281,205423,175668,228719,278938,285323,277031,249870,274753,258772,296834,245764,256011,265957,228917,266763,276736,278892,291940,262255,280976,256285,326690,236819,284313,292762,210564,248232,260484
"Kozje","D Oskrba z elektrièno energijo, plinom in paro",5936,3976,3814,2965,1840,472,499,524,836,3113,3572,4106,4234,4071,3517,3073,2472,527,471,492,513,3319,4454,5148,4913,3729,4552,3508,1404,614,450,477,944
"Kozje","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Kozje","F Gradbeništvo",N,5432,4215,1783,1613,1383,1640,1504,1627,2452,4793,9650,7030,5426,3489,2294,1427,1384,1448,1426,1594,2221,5280,12058,8643,5420,3255,2950,2012,1518,2211,1825,2547
"Kozje","G Trgovina, vzdrževanje in popravila motornih vozil",26419,23975,24772,22234,26676,28819,33933,34030,29869,27333,24130,24199,23607,21531,24235,23457,26225,31885,36181,34178,28864,27246,25374,25663,25244,22650,25344,25333,31319,34649,37241,36146,30506
"Kozje","H Promet in skladišèenje",3598,3264,3672,3094,2805,2420,2933,2413,2616,3225,3423,4252,3946,3216,3418,3117,2851,2750,3054,11901,10496,10362,9984,11069,11240,9895,11766,10642,12085,13434,14540,12739,11443
"Kozje","I Gostinstvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Kozje","J Informacijske in komunikacijske dejavnosti",26295,24594,26388,26283,27021,26497,27845,28329,26213,26234,24629,25007,25169,23147,25824,24786,26272,27244,30331,30545,29435,29705,28319,28948,28797,26474,29186,27357,30855,29130,31051,30833,28991
"Kozje","K Finanène in zavarovalniške dejavnosti",0,0,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Kozje","L Poslovanje z nepremièninami",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Kozje","M Strokovne, znanstvene in tehniène dejavnosti",6545,4305,4113,3431,2163,1589,1446,1312,1526,2599,3097,4324,4635,3918,3666,3095,2516,1699,1554,1526,1605,2910,3590,5329,5800,4029,4487,3290,1651,1240,993,1106,1441
"Kozje","N Druge raznovrstne poslovne dejavnosti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kozje","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",25596,20678,17296,10581,10067,10818,11206,11314,13523,13957,15776,24157,25831,21253,21806,15705,12055,11131,10934,10997,12486,14975,19006,24430,25758,21904,22545,15067,12396,12629,12089,12314,12372
"Kozje","P Izobraževanje",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Kozje","Q Zdravstvo in socialno varstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,z
"Kozje","R Kulturne, razvedrilne in rekreacijske dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Kozje","S Druge dejavnosti",317,285,202,237,331,467,437,440,436,506,419,407,299,310,369,335,372,371,334,336,335,382,321,419,241,248,431,870,1040,857,943,968,1039
"Kozje","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kozje","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kozje","X Neznano",11964,10943,11469,10496,11469,11388,12871,12929,11184,11194,8830,9624,9341,8679,10086,10116,11074,12101,13082,2579,2664,2556,2490,2723,2821,2452,2725,2581,2591,1808,3196,2793,2995
"Kranj","SKD Dejavnost - SKUPAJ",20761175,19957267,17323770,12565035,15435846,17474942,16753521,19965681,20178658,19748197,18384509,17958765,19190835,18184976,20052732,17994303,19515953,19996594,17109784,20552773,20725968,20900043,20796012,20002402,21292740,20293462,22032411,19418292,20908140,21604630,18847267,20582207,20923666
"Kranj","A Kmetijstvo in lov, gozdarstvo, ribištvo",z,z,z,z,z,z,z,z,z,z,z,z,15276,13128,16648,16548,27664,23513,20898,16916,41740,18441,18538,19546,z,z,z,z,z,z,z,z,z
"Kranj","B Rudarstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kranj","C Predelovalne dejavnosti",12531761,12592178,10488484,7463843,9491792,10949674,9745022,12899955,13408116,13183550,12462500,11305764,12496847,12024692,13320782,12191118,13218402,13492217,10024481,13252692,13419761,13285109,12874351,11102604,12723336,12637826,14038739,12531657,13841636,14163230,11269674,13108133,13941020
"Kranj","D Oskrba z elektrièno energijo, plinom in paro",105457,98900,98662,78575,78271,81236,75744,96674,83639,90614,92119,104791,104703,90844,95918,90228,92353,95084,101862,92391,85851,98309,117983,134668,132620,113146,120844,102329,100445,82078,104293,98493,94981
"Kranj","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",222135,204881,244052,175622,180830,176594,198357,170702,184514,217765,193567,229817,240723,201289,191645,155289,201411,173324,178842,174592,155947,168739,177852,204130,181875,153619,163506,150409,158127,178031,154503,139315,159023
"Kranj","F Gradbeništvo",89219,62778,58627,45742,64837,57026,63264,62139,60890,58983,57296,70475,76407,81097,71774,57453,64335,48784,61199,58542,59528,59055,68549,99314,90668,75445,78883,61186,82788,73229,73719,62356,78675
"Kranj","G Trgovina, vzdrževanje in popravila motornih vozil",2199151,1966062,1798791,1422748,1779348,1951481,2156302,2101713,2089519,1899751,1619870,1762949,1626686,1622849,1861979,1667065,1832153,2003641,2347589,2111142,2015205,2059082,2032144,2298244,2134659,1898287,1990307,1781303,1955662,2179465,2348575,2263077,1957006
"Kranj","H Promet in skladišèenje",350023,317787,309843,215363,231546,174930,201873,206193,196947,249511,325080,324572,337170,272650,290473,255640,276042,265942,312926,298246,292308,313207,361398,394883,363116,315571,333960,285894,300642,311598,326217,322438,289633
"Kranj","I Gostinstvo",597266,556815,430150,288457,443969,518463,561177,598793,575388,477395,370334,410386,406357,375801,411638,344721,481487,639325,727072,720186,671216,720536,680953,734147,704367,675724,711521,628206,751367,764527,760885,753365,696971
"Kranj","J Informacijske in komunikacijske dejavnosti",261618,244408,253546,244389,253761,250951,247905,244875,235145,226810,222247,227606,236883,206582,231758,240113,237538,240072,250235,245528,235560,253873,243433,248029,259667,228895,247463,241886,254999,258467,262706,260617,240365
"Kranj","K Finanène in zavarovalniške dejavnosti",210583,196924,200849,177932,183664,188358,204136,203287,192532,209061,205576,225589,230017,195411,211671,183100,183348,188803,199530,191199,181117,193049,197922,213918,215806,189376,202467,182307,177940,187132,198803,198970,176044
"Kranj","L Poslovanje z nepremièninami",1273309,1221683,1198807,806319,901268,1109032,1261412,1269659,1009238,877901,709666,805141,844395,824643,815768,696173,754013,794084,844271,1346064,1470641,1307546,1352764,1509584,1442723,1414874,1429294,1171177,1230056,1374011,1362779,1299456,1187928
"Kranj","M Strokovne, znanstvene in tehniène dejavnosti",400314,386617,396930,320350,303202,286362,291423,314140,288727,363999,394448,495402,539244,446270,479371,402793,380166,283759,284931,273625,275772,396262,478003,562316,560265,470078,495195,417617,295441,271576,274018,267849,275720
"Kranj","N Druge raznovrstne poslovne dejavnosti",92286,77364,76352,56498,68458,74773,93259,90335,74278,63767,60947,67692,78127,60593,80193,68699,70011,80345,85461,82716,69240,69666,75314,98673,89926,82010,81577,67153,74114,83870,90051,86921,71589
"Kranj","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",614686,459166,441710,371804,383976,375963,381232,399879,431056,446847,453060,512301,528533,432278,454176,390781,376677,349849,386891,377677,409197,459815,493125,574206,562950,466414,470295,383395,383237,357124,375171,395266,410120
"Kranj","P Izobraževanje",467988,378615,286041,145429,206262,252704,195218,202510,296820,331724,227240,304998,337472,351491,406717,299961,329895,278636,214281,208301,297559,359811,428006,451314,496537,403412,450277,363207,318288,309615,219014,227024,339194
"Kranj","Q Zdravstvo in socialno varstvo",432737,401801,408784,374667,369873,380909,411294,410510,387637,426389,422761,449309,445891,393914,418691,390220,406492,415721,423828,407446,396366,425889,422656,449493,449109,388942,426859,383609,403199,417691,428791,423513,389097
"Kranj","R Kulturne, razvedrilne in rekreacijske dejavnosti",463168,422591,295378,122017,186323,294654,346456,376155,361656,353363,310807,349831,360618,332629,388130,277414,296705,321935,340311,413540,362565,410498,438723,501749,493610,455286,455288,385897,304844,327199,357512,447677,380998
"Kranj","S Druge dejavnosti",87278,74916,62728,39905,67224,56592,63962,67251,60896,49752,43970,63951,68907,58407,71660,54967,57514,59279,62334,61462,55571,53135,69024,91651,92984,73163,75725,61926,58457,59149,61291,56329,58982
"Kranj","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kranj","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kranj","X Neznano",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Kranjska Gora","SKD Dejavnost - SKUPAJ",2887629,2546710,1549974,841640,924898,1235445,1690333,1757598,1614001,1492130,1434638,2159857,1807997,1622681,1625060,1067109,1267260,1468440,1788562,1821483,1631062,1770924,1841155,3152287,2910092,2456871,2386632,1624797,1652417,1705699,1859073,1866178,1712855
"Kranjska Gora","A Kmetijstvo in lov, gozdarstvo, ribištvo",2158,1464,1185,856,970,2055,1442,1279,1026,895,1042,1508,1986,1322,1078,754,818,1022,1148,1029,744,607,866,2107,z,z,z,z,z,z,z,z,z
"Kranjska Gora","B Rudarstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kranjska Gora","C Predelovalne dejavnosti",41045,34277,37296,36333,41314,41120,46217,51382,47591,55719,43409,58998,69216,56606,60223,57470,57187,50153,58935,55876,54931,60566,57021,66303,65736,51006,54646,49389,52273,50375,52005,49395,48444
"Kranjska Gora","D Oskrba z elektrièno energijo, plinom in paro",1198,1721,8583,3738,5512,3702,4753,5219,5137,4806,6162,5344,4714,4312,4100,3792,10292,4827,6068,6709,6229,7457,6520,7031,6285,6449,7546,6069,5998,5396,6646,7463,7064
"Kranjska Gora","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",66696,56312,53588,47673,38423,47892,56561,62296,53701,44749,37474,112730,72672,58862,46056,51651,48197,48712,58813,64125,54552,55081,52805,z,z,z,z,z,z,z,z,z,z
"Kranjska Gora","F Gradbeništvo",42660,34250,31356,26116,58788,24511,27639,N,14179,30542,27307,38824,44232,33646,24795,18449,54983,17071,19271,22030,18315,23143,25263,45291,53093,49269,38439,26311,5521,15084,21478,21480,28703
"Kranjska Gora","G Trgovina, vzdrževanje in popravila motornih vozil",253531,219975,168684,100014,110566,132117,160531,159713,156206,176524,137937,170404,200357,179718,184366,155094,166006,151425,180859,182184,175972,212382,208658,269088,267858,226551,222835,182232,163691,161624,174055,182529,182927
"Kranjska Gora","H Promet in skladišèenje",584467,482752,99258,29650,26830,28772,38663,35315,37462,42732,262980,526210,125704,197780,134169,29364,26975,31966,34266,36734,34696,62981,175534,733134,377044,270596,166964,39432,31067,28462,38577,41700,33308
"Kranjska Gora","I Gostinstvo",824459,749324,429400,167186,198430,339524,606370,652523,550629,446427,277020,389255,428687,364120,393323,254172,322078,451175,638687,659038,547570,575594,485744,795147,842107,759278,703138,513921,578449,608330,663748,668298,590082
"Kranjska Gora","J Informacijske in komunikacijske dejavnosti",58499,55767,59150,58861,56225,58849,61479,62036,58507,57867,56411,58723,59347,53546,60431,56509,39275,59927,63729,63894,57422,60080,57896,61224,61462,54731,58561,61863,61045,57803,60354,63660,58967
"Kranjska Gora","K Finanène in zavarovalniške dejavnosti",z,z,1854,1689,950,1636,1941,1967,1786,430,2747,2474,3180,2496,2713,2362,2348,1360,1390,1494,1644,2653,2829,3767,3996,3169,3348,1937,1244,958,1072,1074,1346
"Kranjska Gora","L Poslovanje z nepremièninami",15577,22248,16723,10837,6098,10449,13791,15055,13238,10989,12176,25443,30180,23703,15211,12918,11098,10580,16242,4415,10303,17351,20197,43436,38326,32688,30944,22085,17148,26697,23355,20471,20104
"Kranjska Gora","M Strokovne, znanstvene in tehniène dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,10428,12325,1499,1232,5304,3894,5011,2796,7575,4402,4702,20532,29526,14116,7485,5278,9073,5390,6122,3380,8545
"Kranjska Gora","N Druge raznovrstne poslovne dejavnosti",25524,23716,13102,2633,6529,8063,15171,13682,12880,10449,8651,13675,14800,9472,7407,4716,5373,9879,13148,15887,14300,13599,9173,27162,27743,24098,26984,10818,13303,15505,16801,17101,15967
"Kranjska Gora","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",60449,47469,42533,45521,36821,30409,34635,36849,35627,41576,44866,61792,61132,46197,43763,36110,47240,28825,33831,36407,37208,42364,47165,64446,63000,49684,53370,38008,36795,31643,34664,36748,37215
"Kranjska Gora","P Izobraževanje",41237,30612,23711,11908,16314,19968,15237,13881,21714,24610,16729,30966,34524,29740,32030,23386,24556,21136,16304,16550,24117,29120,35490,49959,49362,37294,40906,29315,36628,24780,19954,21184,31781
"Kranjska Gora","Q Zdravstvo in socialno varstvo",29589,27145,28501,26902,26153,25136,29056,27612,25694,27492,29131,33111,35050,25397,27945,26527,25985,25252,27110,26393,23965,27277,29234,35731,30682,26069,27320,25271,24754,23115,27692,27626,24305
"Kranjska Gora","R Kulturne, razvedrilne in rekreacijske dejavnosti",751553,691853,481657,247657,274135,434545,542247,589079,539576,481849,432658,554866,539642,472381,531719,303165,386144,518121,584376,592106,533616,542504,581100,760842,830703,710454,806276,523394,539552,567774,619892,602719,540920
"Kranjska Gora","S Druge dejavnosti",12131,9764,5952,3541,3096,3573,8785,10455,8608,5979,3873,9977,11325,6004,5826,3402,7257,4841,8643,11515,8077,5762,5719,15738,16700,13784,11265,6118,7162,7259,9114,10132,7149
"Kranjska Gora","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kranjska Gora","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kranjska Gora","X Neznano",61599,45204,36598,22712,12401,16626,19718,20445,18026,24376,22989,53635,60821,45054,48406,26036,26144,28274,20731,22301,19826,28001,35239,68269,65773,54075,55926,30875,24916,18055,21740,25083,20272
"Križevci","SKD Dejavnost - SKUPAJ",785668,718396,728392,648221,671527,691108,709113,705474,697184,764072,696033,701426,747985,656787,718725,642256,668060,681109,698642,718670,733782,776992,766885,817341,816592,713446,758804,698739,702797,706787,729960,766133,730470
"Križevci","A Kmetijstvo in lov, gozdarstvo, ribištvo",40449,44481,45804,50094,42772,57512,52661,58814,50322,50722,38147,20434,39479,25337,39093,32145,41160,45844,64079,51705,46609,50726,36824,47275,28358,36989,35881,38294,42986,73808,78474,86053,70353
